"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
3001,54.3,54.3,45.7,"Herisau AR","Herisau (AR)","Herisau AR","Herisau hat dem Covid-19-Gesetz zugestimmt und zwar mit 3'695 Ja zu 3'113 Nein. Das entspricht einem Ja-Stimmen-Anteil von 54,3 Prozent. Damit hat in Herisau seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 50,1 Prozent ein Nein in die Urne gelegt.","La loi Covid-19 passe la rampe avec 54,3 pour cent de oui à Herisau. Avec ce résultat, Herisau bascule dans le camp du oui. La commune avait pourtant rejeté la loi avec 50,1 pour cent des voix le 13 juin dernier.","Da Herisau è arrivato un ""sì"" alle urne per la legge COVID-19. I cittadini hanno accolto il testo con il 54,3 percento dei voti. Herisau ha cambiato fazione: in giugno il comune aveva rifiutato la legge COVID-19, mentre ora la approva."
3002,28.6,28.6,71.4,"Hundwil AR","Hundwil (AR)","Hundwil AR","In Hundwil hat das Covid-19-Gesetz keine Mehrheit gefunden: 71,4 Prozent haben es abgelehnt. Damit ist in Hundwil die Oppostion zum Covid-19-Gesetz im Vergleich zur letzten Abstimmung vom 13. Juni ungefähr gleich geblieten. Damals betrug der Ja-Stimmen-Anteil 72,1 Prozent.","C'est non à la loi Covid-19 à Hundwil. Les habitants ont refusé le texte à 71,4 pour cent. Le résultat a peu changé par rapport au scrutin du 13 juin. Hundwil avait alors dit non à 72,1 pour cent à la loi Covid-19.","A Hundwil i cittadini hanno respinto, con il 71,4 percento dei voti, la legge COVID-19. A Hundwil l'approccio nei confronti delle norme anti-coronavirus è rimasto grosso modo invariato nel tempo. Il 13 giugno gli elettori di questo comune avevano detto no - con il 72,1 percento dei voti – alla legge COVID-19."
3003,32.8,32.8,67.2,"Schönengrund AR","Schönengrund (AR)","Schönengrund AR","67,2 Prozent Stimmbürgerinnen und Stimmbürger von Schönengrund haben Nein gesagt zum Covid-19-Gesetz. Damit ist in Schönengrund die Sekpsis gegenüber dem Covid-19-Gesetz im Vergleich zur letzten Abstimmung vom 13. Juni gesunken. Damals betrug der Nein-Stimmen-Anteil 75,5 Prozent.","A Schönengrund, les citoyens rejettent à 67,2 pour cent la loi Covid-19. Le rejet de la loi est toutefois moins fort qu'il y a cinq mois. Le 13 juin, Schönengrund avait dit non à 75,5 pour cent.","I cittadini di Schönengrund si sono espressi contro la legge COVID-19. Il testo è stato respinto con il 67,2 percento dei voti. A Schönengrund lo scetticismo nei confronti delle norme anti-coronavirus è diminuito nel tempo. Il 13 giugno gli elettori di questo comune avevano detto no - con il 75,5 percento dei voti – alla legge COVID-19."
3004,31.5,31.5,68.5,"Schwellbrunn AR","Schwellbrunn (AR)","Schwellbrunn AR","Die Gemeinde Schwellbrunn ist gegen das Covid-19-Gesetz: Sie hat die Vorlage mit 68,5 Prozent Nein verworfen. Damit ist in Schwellbrunn die Sekpsis gegenüber dem Covid-19-Gesetz im Vergleich zur letzten Abstimmung vom 13. Juni gesunken. Damals betrug der Nein-Stimmen-Anteil 69,7 Prozent.","La loi Covid-19 est refusée à 68,5 pour cent à Schwellbrunn. Le rejet de la loi est toutefois moins fort qu'il y a cinq mois. Le 13 juin, Schwellbrunn avait dit non à 69,7 pour cent.","Nel comune di Schwellbrunn la legge COVID-19 è stata bocciata con il 68,5 percento dei voti. A Schwellbrunn lo scetticismo nei confronti delle norme anti-coronavirus è diminuito nel tempo. Il 13 giugno gli elettori di questo comune avevano detto no - con il 69,7 percento dei voti – alla legge COVID-19."
3005,46.8,46.8,53.2,"Stein AR","Stein (AR)","Stein AR","53,2 Prozent Stimmbürgerinnen und Stimmbürger von Stein AR haben Nein gesagt zum Covid-19-Gesetz. Damit ist in Stein AR die Sekpsis gegenüber dem Covid-19-Gesetz im Vergleich zur letzten Abstimmung vom 13. Juni gesunken. Damals betrug der Nein-Stimmen-Anteil 56,2 Prozent.","A Stein (AR), les citoyens rejettent à 53,2 pour cent la loi Covid-19. Le rejet de la loi est toutefois moins fort qu'il y a cinq mois. Le 13 juin, Stein (AR) avait dit non à 56,2 pour cent.","I cittadini di Stein AR si sono espressi contro la legge COVID-19. Il testo è stato respinto con il 53,2 percento dei voti. A Stein AR lo scetticismo nei confronti delle norme anti-coronavirus è diminuito nel tempo. Il 13 giugno gli elettori di questo comune avevano detto no - con il 56,2 percento dei voti – alla legge COVID-19."
3006,32.7,32.7,67.3,"Urnäsch AR","Urnäsch (AR)","Urnäsch AR","Die Gemeinde Urnäsch ist gegen das Covid-19-Gesetz: Sie hat die Vorlage mit 67,3 Prozent Nein verworfen. Damit ist in Urnäsch die Sekpsis gegenüber dem Covid-19-Gesetz im Vergleich zur letzten Abstimmung vom 13. Juni gesunken. Damals betrug der Nein-Stimmen-Anteil 71,5 Prozent.","La loi Covid-19 est refusée à 67,3 pour cent à Urnäsch. Le rejet de la loi est toutefois moins fort qu'il y a cinq mois. Le 13 juin, Urnäsch avait dit non à 71,5 pour cent.","Nel comune di Urnäsch la legge COVID-19 è stata bocciata con il 67,3 percento dei voti. A Urnäsch lo scetticismo nei confronti delle norme anti-coronavirus è diminuito nel tempo. Il 13 giugno gli elettori di questo comune avevano detto no - con il 71,5 percento dei voti – alla legge COVID-19."
3007,46.6,46.6,53.4,"Waldstatt AR","Waldstatt (AR)","Waldstatt AR","Das Covid-19-Gesetz ist in Waldstatt mit 53,4 Prozent abgelehnt worden. Damit ist in Waldstatt die Sekpsis gegenüber dem Covid-19-Gesetz im Vergleich zur letzten Abstimmung vom 13. Juni gesunken. Damals betrug der Nein-Stimmen-Anteil 58,9 Prozent.","La loi Covid-19 n'a pas convaincu à Waldstatt. Les citoyens de la commune ont refusé le texte à 53,4 pour cent. Le rejet de la loi est toutefois moins fort qu'il y a cinq mois. Le 13 juin, Waldstatt avait dit non à 58,9 pour cent.","Da Waldstatt è arrivato un ""no"" alle urne per la legge COVID-19. I cittadini hanno bocciato il testo con il 53,4 percento dei voti. A Waldstatt lo scetticismo nei confronti delle norme anti-coronavirus è diminuito nel tempo. Il 13 giugno gli elettori di questo comune avevano detto no - con il 58,9 percento dei voti – alla legge COVID-19."
3021,44.2,44.2,55.8,"Bühler AR","Bühler (AR)","Bühler AR","In Bühler hat das Covid-19-Gesetz keine Mehrheit gefunden: 55,8 Prozent haben es abgelehnt. Damit ist in Bühler die Sekpsis gegenüber dem Covid-19-Gesetz im Vergleich zur letzten Abstimmung vom 13. Juni gesunken. Damals betrug der Nein-Stimmen-Anteil 60,2 Prozent.","C'est non à la loi Covid-19 à Bühler. Les habitants ont refusé le texte à 55,8 pour cent. Le rejet de la loi est toutefois moins fort qu'il y a cinq mois. Le 13 juin, Bühler avait dit non à 60,2 pour cent.","A Bühler i cittadini hanno respinto, con il 55,8 percento dei voti, la legge COVID-19. A Bühler lo scetticismo nei confronti delle norme anti-coronavirus è diminuito nel tempo. Il 13 giugno gli elettori di questo comune avevano detto no - con il 60,2 percento dei voti – alla legge COVID-19."
3022,50.9,50.9,49.1,"Gais AR","Gais (AR)","Gais AR","Das Covid-19-Gesetz ist in Gais mit 855 Ja zu 824 Nein angenommen worden. Das entspricht 50,9 Prozent der Stimmen. Damit hat in Gais seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 51,3 Prozent ein Nein in die Urne gelegt.","La loi Covid-19 est approuvée à Gais par 50,9 pour cent des votants. Avec ce résultat, Gais bascule dans le camp du oui. La commune avait pourtant rejeté la loi avec 51,3 pour cent des voix le 13 juin dernier.","I cittadini di Gais si sono espressi a favore della legge COVID-19. Il testo è stato approvato con il 50,9 percento dei voti. Gais ha cambiato fazione: in giugno il comune aveva rifiutato la legge COVID-19, mentre ora la approva."
3023,60.3,60.3,39.7,"Speicher AR","Speicher (AR)","Speicher AR","Ja zum Covid-19-Gesetz: Speicher hat die Vorlage mit 60,3 Prozent der Stimmen angenommen. Damit ist in Speicher die Unterstützung des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni ungefähr gleich geblieben. Damals betrug der Ja-Stimmen-Anteil 59,4 Prozent.","Les habitants de Speicher soutiennent à 60,3 pour cent la modification de la loi Covid-19. Les avis restent ainsi stables face à cet objet à Speicher. Le 13 juin dernier, la commune avait déjà voté oui à 59,4 pour cent.","A Speicher i cittadini hanno accolto, con il 60,3 percento dei voti, la legge COVID-19. A Speicher l'accettazione delle norme anti-coronavirus è rimasta grosso modo invariata nel tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 59,4 percento dei voti – alla legge COVID-19."
