"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1001,72.5,72.5,27.5,"Doppleschwand LU","Doppleschwand (LU)","Doppleschwand LU","Ja zum Covid-19-Gesetz: Doppleschwand hat die Vorlage mit 72,5 Prozent der Stimmen angenommen. Damit hat in Doppleschwand seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 56,7 Prozent ein Nein in die Urne gelegt.","Les habitants de Doppleschwand soutiennent à 72,5 pour cent la modification de la loi Covid-19. Avec ce résultat, Doppleschwand bascule dans le camp du oui. La commune avait pourtant rejeté la loi avec 56,7 pour cent des voix le 13 juin dernier.","A Doppleschwand i cittadini hanno accolto, con il 72,5 percento dei voti, la legge COVID-19. Doppleschwand ha cambiato fazione: in giugno il comune aveva rifiutato la legge COVID-19, mentre ora la approva."
1002,31.2,31.2,68.8,"Entlebuch LU","Entlebuch (LU)","Entlebuch LU","Mit 4'292 Nein- zu 1'946 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Entlebuch das Covid-19-Gesetz abgelehnt. Das entspricht 68,8 Prozent. Damit hat in Entlebuch die Ablehnung im Vergleich zur Abstimmung über das Covid-19-Gesetz vom 13. Juni noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 63,4 Prozent.","La population d'Entlebuch rejette à 68,8 pour cent des voix la loi Covid-19. Le refus de la loi s'est encore renforcé par rapport au vote du 13 juin dernier. La proportion de ""non"" à Entlebuch était alors de 63,4 pour cent.","Con il 68,8 percento di ""no"", i cittadini del comune di Entlebuch hanno respinto la legge COVID-19. A Entlebuch lo scetticismo nei confronti delle norme anti-coronavirus è aumentato nel tempo. Il 13 giugno gli elettori di questo comune avevano detto no - con il 63,4 percento dei voti – alla legge COVID-19."
1004,38.3,38.3,61.7,"Flühli LU","Flühli (LU)","Flühli LU","61,7 Prozent Stimmbürgerinnen und Stimmbürger von Flühli haben Nein gesagt zum Covid-19-Gesetz. Damit ist in Flühli die Oppostion zum Covid-19-Gesetz im Vergleich zur letzten Abstimmung vom 13. Juni ungefähr gleich geblieten. Damals betrug der Ja-Stimmen-Anteil 61 Prozent.","A Flühli, les citoyens rejettent à 61,7 pour cent la loi Covid-19. Le résultat a peu changé par rapport au scrutin du 13 juin. Flühli avait alors dit non à 61 pour cent à la loi Covid-19.","I cittadini di Flühli si sono espressi contro la legge COVID-19. Il testo è stato respinto con il 61,7 percento dei voti. A Flühli l'approccio nei confronti delle norme anti-coronavirus è rimasto grosso modo invariato nel tempo. Il 13 giugno gli elettori di questo comune avevano detto no - con il 61 percento dei voti – alla legge COVID-19."
1005,67.8,67.8,32.2,"Hasle LU","Hasle (LU)","Hasle LU","Mit 67,8 Prozent Ja hat sich Hasle LU für das Covid-19-Gesetz ausgesprochen. Damit hat in Hasle LU seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 71 Prozent ein Nein in die Urne gelegt.","Hasle (LU) dit oui à 67,8 pour cent à la modification de la loi Covid-19. Avec ce résultat, Hasle (LU) bascule dans le camp du oui. La commune avait pourtant rejeté la loi avec 71 pour cent des voix le 13 juin dernier.","Sì alla legge COVID-19 nel comune di Hasle LU: i cittadini hanno approvato il testo con il 67,8 percento dei voti. Hasle LU ha cambiato fazione: in giugno il comune aveva rifiutato la legge COVID-19, mentre ora la approva."
1007,80.4,80.4,19.6,"Romoos LU","Romoos (LU)","Romoos LU","80,4 Prozent der Stimmbürgerinnen und Stimmbürger von Romoos haben für das Covid-19-Gesetz gestimmt. Damit hat in Romoos seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 65,5 Prozent ein Nein in die Urne gelegt.","A Romoos, les habitants disent oui à  80,4 pour cent à la modification de la loi Covid-19. Avec ce résultat, Romoos bascule dans le camp du oui. La commune avait pourtant rejeté la loi avec 65,5 pour cent des voix le 13 juin dernier.","Nel comune di Romoos la legge COVID-19 è stata approvata con il 80,4 percento dei voti. Romoos ha cambiato fazione: in giugno il comune aveva rifiutato la legge COVID-19, mentre ora la approva."
1008,36.9,36.9,63.1,"Schüpfheim LU","Schüpfheim (LU)","Schüpfheim LU","Nein zum Covid-19-Gesetz: Schüpfheim hat die Vorlage mit 63,1 Prozent Nein-Stimmen verworfen. Damit hat in Schüpfheim die Ablehnung im Vergleich zur Abstimmung über das Covid-19-Gesetz vom 13. Juni noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 55,7 Prozent.","La modification de la loi Covid-19 n'a pas trouvé grâce aux yeux des citoyens de Schüpfheim. Ils ont refusé le texte à 63,1 pour cent. Le refus de la loi s'est encore renforcé par rapport au vote du 13 juin dernier. La proportion de ""non"" à Schüpfheim était alors de 55,7 pour cent.","Nel comune di Schüpfheim la legge COVID-19 è stata respinta con il 63,1 percento dei voti. A Schüpfheim lo scetticismo nei confronti delle norme anti-coronavirus è aumentato nel tempo. Il 13 giugno gli elettori di questo comune avevano detto no - con il 55,7 percento dei voti – alla legge COVID-19."
1009,8.1,8.1,91.9,"Werthenstein LU","Werthenstein (LU)","Werthenstein LU","Mit 4'215 Nein- zu 374 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Werthenstein das Covid-19-Gesetz abgelehnt. Das entspricht 91,9 Prozent. Damit hat in Werthenstein die Ablehnung im Vergleich zur Abstimmung über das Covid-19-Gesetz vom 13. Juni noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 62,5 Prozent.","La population de Werthenstein rejette à 91,9 pour cent des voix la loi Covid-19. Le refus de la loi s'est encore renforcé par rapport au vote du 13 juin dernier. La proportion de ""non"" à Werthenstein était alors de 62,5 pour cent.","Con il 91,9 percento di ""no"", i cittadini del comune di Werthenstein hanno respinto la legge COVID-19. A Werthenstein lo scetticismo nei confronti delle norme anti-coronavirus è aumentato nel tempo. Il 13 giugno gli elettori di questo comune avevano detto no - con il 62,5 percento dei voti – alla legge COVID-19."
1010,48.9,48.9,51.1,"Escholzmatt-Marbach LU","Escholzmatt-Marbach (LU)","Escholzmatt-Marbach LU","Nein zum Covid-19-Gesetz: Escholzmatt-Marbach hat die Vorlage mit 51,1 Prozent Nein-Stimmen verworfen. Damit ist in Escholzmatt-Marbach die Sekpsis gegenüber dem Covid-19-Gesetz im Vergleich zur letzten Abstimmung vom 13. Juni gesunken. Damals betrug der Nein-Stimmen-Anteil 63,6 Prozent.","La modification de la loi Covid-19 n'a pas trouvé grâce aux yeux des citoyens d'Escholzmatt-Marbach. Ils ont refusé le texte à 51,1 pour cent. Le rejet de la loi est toutefois moins fort qu'il y a cinq mois. Le 13 juin, Escholzmatt-Marbach avait dit non à 63,6 pour cent.","Nel comune di Escholzmatt-Marbach la legge COVID-19 è stata respinta con il 51,1 percento dei voti. A Escholzmatt-Marbach lo scetticismo nei confronti delle norme anti-coronavirus è diminuito nel tempo. Il 13 giugno gli elettori di questo comune avevano detto no - con il 63,6 percento dei voti – alla legge COVID-19."
1021,45.4,45.4,54.6,"Aesch LU","Aesch (LU)","Aesch LU","Nein zum Covid-19-Gesetz: Aesch LU hat die Vorlage mit 54,6 Prozent Nein-Stimmen verworfen. Damit ist in Aesch LU die Oppostion zum Covid-19-Gesetz im Vergleich zur letzten Abstimmung vom 13. Juni ungefähr gleich geblieten. Damals betrug der Ja-Stimmen-Anteil 55 Prozent.","La modification de la loi Covid-19 n'a pas trouvé grâce aux yeux des citoyens d'Aesch (LU). Ils ont refusé le texte à 54,6 pour cent. Le résultat a peu changé par rapport au scrutin du 13 juin. Aesch (LU) avait alors dit non à 55 pour cent à la loi Covid-19.","Nel comune di Aesch LU la legge COVID-19 è stata respinta con il 54,6 percento dei voti. A Aesch LU l'approccio nei confronti delle norme anti-coronavirus è rimasto grosso modo invariato nel tempo. Il 13 giugno gli elettori di questo comune avevano detto no - con il 55 percento dei voti – alla legge COVID-19."
1023,52.2,52.2,47.8,"Ballwil LU","Ballwil (LU)","Ballwil LU","Ballwil hat dem Covid-19-Gesetz zugestimmt und zwar mit 2'650 Ja zu 2'426 Nein. Das entspricht einem Ja-Stimmen-Anteil von 52,2 Prozent. Damit hat in Ballwil die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 50,8 Prozent.","La loi Covid-19 passe la rampe avec 52,2 pour cent de oui à Ballwil. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Ballwil. Lors des votations du 13 juin, il était de 50,8 pour cent.","Da Ballwil è arrivato un ""sì"" alle urne per la legge COVID-19. I cittadini hanno accolto il testo con il 52,2 percento dei voti. A Ballwil l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 50,8 percento dei voti – alla legge COVID-19."
