"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,11.3,11.3,88.7,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","In Aeugst am Albis hat die Pflegeinitiative keine Mehrheit gefunden. Auf 88,7 Prozent der abgegebenen Stimmzettel stand ein Nein. Aeugst am Albis hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les habitants d'Aeugst am Albis rejettent l'initiative ""Pour des soins infirmiers forts"" avec 88,7 pour cent de non. Aeugst am Albis a rejeté l'initiative, contrairement à son canton.","Nel comune di Aeugst am Albis l'Iniziativa sulle cure infermieristiche è stata bocciata con il 88,7 percento dei voti. Il comune di Aeugst am Albis respingendo l’iniziativa è andato controcorrente rispetto al suo cantone."
2,32.9,32.9,67.1,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","Keine Mehrheit für die Pflegeinitiative in Affoltern am Albis: Mit 9'724 Nein-Stimmen zu 4'774 Ja-Stimmen oder 67,1 Prozent hat die Gemeinde das Volksbegehren verworfen. Affoltern am Albis hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Affoltern am Albis, c'est non à 67,1 pour cent à l'initiative ""Pour des soins infirmiers forts"". Affoltern am Albis a rejeté l'initiative, contrairement à son canton.","Con il 67,1 percento di ""no"", i cittadini del comune di Affoltern am Albis hanno bocciato l'Iniziativa sulle cure infermieristiche. Il comune di Affoltern am Albis respingendo l’iniziativa è andato controcorrente rispetto al suo cantone."
3,67.6,67.6,32.4,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","67,6 Prozent der Abstimmenden in der Gemeinde Bonstetten haben Ja gesagt zur Pflegeinitiative. Bonstetten hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","C'est oui à 67,6 pour cent à l'initiative sur les soins infirmiers à Bonstetten. Bonstetten a approuvé l'initiative, tout comme son canton.","Con il 67,6 percento di ""sì"", i cittadini del comune di Bonstetten hanno accolto l'Iniziativa sulle cure infermieristiche. Il comune di Bonstetten approvando l’iniziativa si è espresso come il suo cantone."
4,87.1,87.1,12.9,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","Die Gemeinde Hausen am Albis hat die Pflegeinitiative mit 87,1 Prozent angenommen. Hausen am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","A Hausen am Albis, les habitants disent oui à 87,1 pour cent à l'initiative sur les soins infirmiers. Hausen am Albis a approuvé l'initiative, tout comme son canton.","Nel comune di Hausen am Albis l'Iniziativa popolare “Per cure infermieristiche forti” è stata approvata con il 87,1 percento dei voti. Il comune di Hausen am Albis approvando l’iniziativa si è espresso come il suo cantone."
5,82.6,82.6,17.4,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Ja zur Pflegeinitiative in Hedingen: Mit 82,6 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Hedingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants de Hedingen approuvent avec 82,6 pour cent de oui l'initiative ""Pour des soins infirmiers forts"". Hedingen a approuvé l'initiative, tout comme son canton.","Sì all'Iniziativa sulle cure infermieristiche nel comune di Hedingen: i cittadini hanno approvato il testo con il 82,6 percento dei voti. Il comune di Hedingen approvando l’iniziativa si è espresso come il suo cantone."
6,54.7,54.7,45.3,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","54,7 Prozent der Abstimmenden in der Gemeinde Kappel am Albis haben Ja gesagt zur Pflegeinitiative. Kappel am Albis hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","C'est oui à 54,7 pour cent à l'initiative sur les soins infirmiers à Kappel am Albis. Kappel am Albis a approuvé l'initiative, tout comme son canton.","Con il 54,7 percento di ""sì"", i cittadini del comune di Kappel am Albis hanno accolto l'Iniziativa sulle cure infermieristiche. Il comune di Kappel am Albis approvando l’iniziativa si è espresso come il suo cantone."
7,11.2,11.2,88.8,"Knonau ZH","Knonau (ZH)","Knonau ZH","88,8 Prozent der Stimmbürgerinnen und Stimmbürger von Knonau sagen Nein zur Pflegeinitiative. Knonau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les habitants de Knonau s'opposent à l'initiative sur les soins infirmiers avec 88,8 pour cent de non. Knonau a rejeté l'initiative, contrairement à son canton.","No all'Iniziativa sulle cure infermieristiche nel comune di Knonau: i cittadini hanno bocciato il testo con il 88,8 percento dei voti. Il comune di Knonau respingendo l’iniziativa è andato controcorrente rispetto al suo cantone."
8,9.2,9.2,90.8,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","In Maschwanden hat die Stimmbevölkerung die Pflegeinitiative abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 90,8 Prozent verworfen. Maschwanden hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Maschwanden, les habitants sont défavorables à l'initiative sur les soins infirmiers avec 90,8 pour cent de non. Maschwanden a rejeté l'initiative, contrairement à son canton.","I cittadini di Maschwanden si sono opposti all'iniziativa sulle cure infermieristiche. Il testo è stato respinto con il 90,8 percento dei voti. Il comune di Maschwanden respingendo l’iniziativa è andato controcorrente rispetto al suo cantone."
9,57,57,43,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","Die Gemeinde Mettmenstetten hat die Pflegeinitiative mit 57 Prozent angenommen. Mettmenstetten hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","A Mettmenstetten, les habitants disent oui à 57 pour cent à l'initiative sur les soins infirmiers. Mettmenstetten a approuvé l'initiative, tout comme son canton.","Nel comune di Mettmenstetten l'Iniziativa popolare “Per cure infermieristiche forti” è stata approvata con il 57 percento dei voti. Il comune di Mettmenstetten approvando l’iniziativa si è espresso come il suo cantone."
10,56.3,56.3,43.7,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","Die Gemeinde Obfelden hat die Pflegeinitiative mit 56,3 Prozent angenommen. Obfelden hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","A Obfelden, les habitants disent oui à 56,3 pour cent à l'initiative sur les soins infirmiers. Obfelden a approuvé l'initiative, tout comme son canton.","Nel comune di Obfelden l'Iniziativa popolare “Per cure infermieristiche forti” è stata approvata con il 56,3 percento dei voti. Il comune di Obfelden approvando l’iniziativa si è espresso come il suo cantone."
