"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
1,62.2,62.2,37.8,"Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","Aeugst am Albis hat mit 62,2 Prozent Ja gesagt zum Covid-19-Gesetz. Damit hat in Aeugst am Albis die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 56,4 Prozent.","La population d'Aeugst am Albis approuve à 62,2 pour cent la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Aeugst am Albis. Lors des votations du 13 juin, il était de 56,4 pour cent.","Nel comune di Aeugst am Albis la legge COVID-19 è stata accettata con il 62,2 percento dei voti. A Aeugst am Albis l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 56,4 percento dei voti – alla legge COVID-19."
2,63.8,63.8,36.2,"Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","63,8 Prozent der Stimmbürgerinnen und Stimmbürger von Affoltern am Albis haben Ja gesagt zum Covid-19-Gesetz. Damit ist in Affoltern am Albis die Unterstützung des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni ungefähr gleich geblieben. Damals betrug der Ja-Stimmen-Anteil 62,9 Prozent.","Les habitants d'Affoltern am Albis acceptent avec 63,8 pour cent de oui la modification de la loi Covid-19. Les avis restent ainsi stables face à cet objet à Affoltern am Albis. Le 13 juin dernier, la commune avait déjà voté oui à 62,9 pour cent.","Con il 63,8 percento di ""sì"", i cittadini del comune di Affoltern am Albis hanno accolto la legge COVID-19. A Affoltern am Albis l'accettazione delle norme anti-coronavirus è rimasta grosso modo invariata nel tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 62,9 percento dei voti – alla legge COVID-19."
3,70.8,70.8,29.2,"Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","70,8 Prozent der Stimmbürgerinnen und Stimmbürger von Bonstetten haben Ja gesagt zum Covid-19-Gesetz. Damit hat in Bonstetten die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 66,4 Prozent.","Les habitants de Bonstetten acceptent avec 70,8 pour cent de oui la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Bonstetten. Lors des votations du 13 juin, il était de 66,4 pour cent.","Con il 70,8 percento di ""sì"", i cittadini del comune di Bonstetten hanno accolto la legge COVID-19. A Bonstetten l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 66,4 percento dei voti – alla legge COVID-19."
4,61.2,61.2,38.8,"Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","61,2 Prozent der Stimmbürgerinnen und Stimmbürger von Hausen am Albis haben für das Covid-19-Gesetz gestimmt. Damit hat in Hausen am Albis die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 55,4 Prozent.","A Hausen am Albis, les habitants disent oui à  61,2 pour cent à la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Hausen am Albis. Lors des votations du 13 juin, il était de 55,4 pour cent.","Nel comune di Hausen am Albis la legge COVID-19 è stata approvata con il 61,2 percento dei voti. A Hausen am Albis l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 55,4 percento dei voti – alla legge COVID-19."
5,67.9,67.9,32.1,"Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Mit 67,9 Prozent Ja hat sich Hedingen für das Covid-19-Gesetz ausgesprochen. Damit hat in Hedingen die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 64,9 Prozent.","Hedingen dit oui à 67,9 pour cent à la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Hedingen. Lors des votations du 13 juin, il était de 64,9 pour cent.","Sì alla legge COVID-19 nel comune di Hedingen: i cittadini hanno approvato il testo con il 67,9 percento dei voti. A Hedingen l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 64,9 percento dei voti – alla legge COVID-19."
6,48.5,48.5,51.5,"Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","Das Covid-19-Gesetz ist in Kappel am Albis mit 51,5 Prozent abgelehnt worden. Damit ist in Kappel am Albis die Sekpsis gegenüber dem Covid-19-Gesetz im Vergleich zur letzten Abstimmung vom 13. Juni gesunken. Damals betrug der Nein-Stimmen-Anteil 53,9 Prozent.","La loi Covid-19 n'a pas convaincu à Kappel am Albis. Les citoyens de la commune ont refusé le texte à 51,5 pour cent. Le rejet de la loi est toutefois moins fort qu'il y a cinq mois. Le 13 juin, Kappel am Albis avait dit non à 53,9 pour cent.","Da Kappel am Albis è arrivato un ""no"" alle urne per la legge COVID-19. I cittadini hanno bocciato il testo con il 51,5 percento dei voti. A Kappel am Albis lo scetticismo nei confronti delle norme anti-coronavirus è diminuito nel tempo. Il 13 giugno gli elettori di questo comune avevano detto no - con il 53,9 percento dei voti – alla legge COVID-19."
7,59.9,59.9,40.1,"Knonau ZH","Knonau (ZH)","Knonau ZH","Mit 59,9 Prozent Ja hat sich Knonau für das Covid-19-Gesetz ausgesprochen. Damit hat in Knonau die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 54,9 Prozent.","Knonau dit oui à 59,9 pour cent à la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Knonau. Lors des votations du 13 juin, il était de 54,9 pour cent.","Sì alla legge COVID-19 nel comune di Knonau: i cittadini hanno approvato il testo con il 59,9 percento dei voti. A Knonau l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 54,9 percento dei voti – alla legge COVID-19."
8,57.1,57.1,42.9,"Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","Das Covid-19-Gesetz ist in Maschwanden mit 196 Ja zu 147 Nein angenommen worden. Das entspricht 57,1 Prozent der Stimmen. Damit hat in Maschwanden seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 55,1 Prozent ein Nein in die Urne gelegt.","La loi Covid-19 est approuvée à Maschwanden par 57,1 pour cent des votants. Avec ce résultat, Maschwanden bascule dans le camp du oui. La commune avait pourtant rejeté la loi avec 55,1 pour cent des voix le 13 juin dernier.","I cittadini di Maschwanden si sono espressi a favore della legge COVID-19. Il testo è stato approvato con il 57,1 percento dei voti. Maschwanden ha cambiato fazione: in giugno il comune aveva rifiutato la legge COVID-19, mentre ora la approva."
9,60.2,60.2,39.8,"Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","60,2 Prozent der Stimmbürgerinnen und Stimmbürger von Mettmenstetten haben für das Covid-19-Gesetz gestimmt. Damit hat in Mettmenstetten die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 56,8 Prozent.","A Mettmenstetten, les habitants disent oui à  60,2 pour cent à la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Mettmenstetten. Lors des votations du 13 juin, il était de 56,8 pour cent.","Nel comune di Mettmenstetten la legge COVID-19 è stata approvata con il 60,2 percento dei voti. A Mettmenstetten l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 56,8 percento dei voti – alla legge COVID-19."
10,63.6,63.6,36.4,"Obfelden ZH","Obfelden (ZH)","Obfelden ZH","63,6 Prozent der Stimmbürgerinnen und Stimmbürger von Obfelden haben für das Covid-19-Gesetz gestimmt. Damit hat in Obfelden die Akzeptanz des Covid-19-Gesetzes im Vergleich zur letzten Abstimmung vom 13. Juni noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 56,7 Prozent.","A Obfelden, les habitants disent oui à  63,6 pour cent à la modification de la loi Covid-19. Le soutien aux mesures destinées à lutter contre la pandémie et ses conséquences a ainsi encore augmenté à Obfelden. Lors des votations du 13 juin, il était de 56,7 pour cent.","Nel comune di Obfelden la legge COVID-19 è stata approvata con il 63,6 percento dei voti. A Obfelden l'accettazione delle norme anti-coronavirus è ulteriormente cresciuta nel corso del tempo. Il 13 giugno gli elettori di questo comune avevano detto sì - con il 56,7 percento dei voti – alla legge COVID-19."
